Common Name,Double,Variable,SAO #,RA (hr),RA (min),Dec Deg,Dec Amin,Mag,Const,Sep,Description
,,,72139,22,13.0,33,36.2,7.2,,,
,,,72141,22,13.1,38,26.5,7.7,,,
,HD 211073 ,,72155,22,13.9,39,42.9,"4.5,10.5",Lac,Sep AB:30,Double Star
,,,72160,22,14.4,36,49.9,7.7,,,
,,,72170,22,14.8,36,9.3,7.6,,,
,,,72176,22,15.3,39,46.5,7.6,,,
,,,72190,22,15.9,38,51.4,7.7,,,
,,,72191,22,16.0,37,44.9,4.2,,,
,HD 211419 ,,72193,22,16.3,33,43.9,"7.4,10.9",Peg,Sep AB:13,Double Star
,,,72195,22,16.5,32,37.3,7.3,,,
,,,72214,22,17.8,39,1.5,7.5,,,
,HD 211797 ,,72228,22,18.9,37,46.1,"6.2,8.8,13,9.5",Lac,"Sep AB:16, Sep AC:44, Sep AD:222",Double Star
,,,72230,22,19.2,33,30.4,7.3,,,
,,,72231,22,19.3,34,32.3,7,,,
,,,72247,22,20.5,35,7.1,7.4,,,
,,,72248,22,20.5,37,17.9,7,,,
,,,72253,22,21.0,31,18.6,7.6,,,
,HD 212280 ,,72275,22,22.5,30,21.5,"7.5,11.6",Peg,Sep AB:44,Double Star
,,,72277,22,22.7,30,44.7,7.5,,,
,,,72280,22,22.8,33,35.8,7.5,,,
,,,72284,22,22.8,36,39.5,6.6,,,
,,,72295,22,23.9,31,15.7,7.5,,,
,,,72296,22,23.9,38,34.3,6.2,,,
,,,72303,22,24.5,35,26.0,7.1,,,
,,,72310,22,24.6,39,25.8,7.7,,,
,,,72313,22,25.0,32,47.5,6.9,,,
,,,72344,22,26.7,37,26.6,6.4,,,
,,,72347,22,27.0,30,57.4,7.6,,,
,,,72350,22,27.1,39,40.3,7.6,,,
,,,72355,22,27.3,33,30.9,7.5,,,
,,,72358,22,27.4,39,48.6,6.1,,,
,,,72366,22,27.8,31,50.4,6.3,,,
,,,72370,22,27.8,37,49.3,7.3,,,
,,,72393,22,29.6,32,49.7,7.6,,,
,,,72399,22,29.7,35,43.6,6.5,,,
,,,72406,22,30.0,32,34.4,5.5,,,
,,,72407,22,30.1,31,13.0,6.6,,,
,,,72427,22,31.3,39,14.7,7.2,,,
,,,72434,22,31.7,34,13.7,7.3,,,
,,,72435,22,31.7,34,39.9,7.5,,,
,,,72446,22,32.4,39,46.8,5.8,,,
,,,72447,22,32.5,33,48.9,7.7,,,
,HD 213661 ,,72448,22,32.6,34,13.7,"7.9,10.5",Peg,Sep AB:23,Double Star
,,,72452,22,33.0,35,26.3,7.5,,,
,,,72463,22,33.6,31,17.1,7.5,,,
,HD 214023 ,,72490,22,35.0,30,48.2,"7.4,11.4,12.4",Peg,"Sep AB:13, Sep AC:37",Double Star
,,,72496,22,35.3,32,49.3,7.7,,,
,,,72503,22,35.6,36,21.2,7.5,,,
,,,72504,22,35.7,32,47.4,7.2,,,
,,,72508,22,35.9,39,37.7,6.5,,,
,HD 214168 8 Lac; A1469,,72509,22,35.9,39,38.1,"5.7,6.5,10.5,11",Lac,"Sep AB:23, Sep AC:48",Double Star
,,,72517,22,36.1,35,34.7,6.2,,,
,,,72518,22,36.1,36,45.8,6.9,,,
,,,72521,22,36.2,39,20.3,7.7,,,
,,,72525,22,36.4,37,50.5,6.8,,,
,,,72533,22,36.7,30,47.5,7.1,,,
,,,72535,22,36.8,35,39.1,6.5,,,
,,,72547,22,37.5,39,26.3,7.3,,,
,,,72553,22,37.9,38,56.9,7.5,,,
,,,72554,22,38.0,33,13.6,7.3,,,
,,,72560,22,38.6,33,32.7,7.6,,,
,HD 214652 ,,72569,22,39.1,37,22.5,"6.8,11",Lac,Sep AB:15,Double Star
,HD 214680 10 Lac,,72575,22,39.3,39,3.0,"4.9,8.4",Lac,Sep AB:62,Double Star
,,,72578,22,39.5,37,21.2,6.7,,,
,,,72579,22,39.5,37,44.6,7.7,,,
,,,72580,22,39.5,38,44.9,6.9,,,
,HD 214714 ,,72581,22,39.6,37,35.6,"6,12.9",Lac,Sep AB:20,Double Star
,,,72616,22,41.0,37,4.2,7.6,,,
,,,72617,22,41.1,36,15.8,7.1,,,
,,,72625,22,41.5,30,57.9,6.5,,,
,HD 214993 12 Lac; DD Lac,,72627,22,41.5,40,13.5,"5.2,9.2",Lac,Sep AB:69,Double Star
,,,72650,22,42.9,37,26.8,7.3,,,
,,,72652,22,42.9,37,48.2,6.2,,,
,,,72666,22,43.6,32,49.3,7.3,,,
,HD 215359 OS 478; AC=Bur 450,,72675,22,44.1,39,27.9,"5.9,8.3,11.6",Lac,"Sep AB:3, Sep AC:10",Double Star
,,,72682,22,44.9,39,12.1,6.6,,,
,,,72692,22,45.6,30,26.8,6.5,,,
,,,72701,22,46.0,35,40.3,7.3,,,
,,,72716,22,46.9,39,25.0,7.4,,,
,,,72732,22,48.2,37,25.1,6,,,
,,,72740,22,48.6,33,26.6,7.5,,,
,,,72750,22,48.8,38,31.6,7.3,,,
,,,72768,22,50.3,35,4.3,7.3,,,
,,,72779,22,51.1,34,23.0,7.3,,,
,,,72786,22,51.6,32,48.9,7.1,,,
,,,72802,22,52.6,35,20.3,7.2,,,
,,,72806,22,52.9,38,37.0,7.1,,,
,,,72812,22,53.2,40,10.0,6.2,,,
,HD 216562 ,,72815,22,53.6,30,45.8,"7.5,,10.6",Peg,,Double Star
,,,72816,22,53.5,38,26.7,7.6,,,
,,,72822,22,54.0,34,12.1,7.4,,,
,,,72831,22,54.7,31,28.7,7.4,,,
,,,72833,22,54.7,35,59.0,6.9,,,
,,,72838,22,55.0,37,4.6,6,,,
,,,72844,22,55.4,36,9.7,7.5,,,
,HD 216831 ,,72851,22,55.7,36,21.1,"5.7,9",Lac,Sep AB:51,Double Star
,,,72865,22,56.7,34,20.6,7.5,,,
,,,72872,22,57.1,34,54.7,7.6,,,
,,,72882,22,57.6,39,23.3,7.7,,,
,,,72883,22,57.7,39,18.5,6.1,,,
,,,72894,22,58.4,35,17.0,7,,,
,,,72900,22,59.0,34,4.1,7.5,,,
,HD 217477 ,,72924,23,0.7,31,5.0,"6.6,9.1",Peg,Sep AB:3,Double Star
,,,72929,23,0.9,38,42.5,6.4,,,
,,,72935,23,1.5,32,36.8,7.4,,,
,,,72940,23,1.8,34,36.8,6.7,,,
,,,72946,23,2.1,37,28.6,7.5,,,
,,,72949,23,2.5,31,46.9,6.5,,,
,,,72961,23,3.3,31,41.4,7.1,,,
,,,72962,23,3.3,38,17.9,7.6,,,
,,,72981,23,4.6,31,18.5,6.8,,,
,HD 218097 ,,72984,23,5.0,33,23.1,"7.5,8.1",Peg,Sep AB:3,Double Star
,,,72990,23,5.8,35,16.2,7.3,,,
,,,72992,23,6.2,36,49.2,6.7,,,
,,,72993,23,6.4,38,34.2,7.6,,,
,,,72995,23,6.5,30,37.2,7.7,,,
,,,73006,23,7.0,35,3.2,7.4,,,
,,,73007,23,7.1,35,38.2,6.5,,,
,HD 218395 ,,73010,23,7.5,32,49.5,"6.1,7.5",Peg,Sep AB:8,Double Star
,,,73016,23,7.8,30,26.4,7.5,,,
,HD 218453 ,,73019,23,7.8,39,47.8,"7.7,9.7",And,Sep AB:1.3,Double Star
,HD 218472 ,,73021,23,7.9,31,27.6,"7.3,11.1,11.6",Peg,"Sep AB:19, Sep AC:49",Double Star
,,,73035,23,8.8,39,10.1,7,,,
,,,73036,23,8.9,38,54.9,7.2,,,
,,,73049,23,9.9,39,28.2,6.5,,,
,HD 218741 ,,73051,23,10.0,36,50.9,"7.6,8.1",And,Sep AB:66,Double Star
,,,73052,23,10.1,33,46.1,6.9,,,
,HD 218767 h5532,,73054,23,10.3,32,29.2,"7.4,,8.2",Peg,,Double Star
,,,73062,23,11.0,31,9.1,7.5,,,
,,,73075,23,11.9,32,40.0,7.5,,,
,,,73086,23,12.4,36,58.1,6.8,,,
,HD 219127 ,,73090,23,13.1,40,0.2,"7.6,9.6",And,Sep AB:14,Double Star
,,,73105,23,14.3,32,30.7,7.5,,,
,,,73109,23,14.5,35,1.0,7.5,,,
,,,73118,23,15.7,31,40.5,7.3,,,
,,,73122,23,16.0,35,24.0,6.9,,,
,,,73148,23,17.7,31,1.8,7.2,,,
,,,73149,23,17.7,34,2.8,7,,,
,,,73151,23,17.9,30,27.5,7.2,,,
,,,73161,23,18.6,33,43.7,7.3,,,
,,,73162,23,18.7,36,5.4,7.5,,,
,,,73170,23,19.4,35,49.5,6.6,,,
,,,73171,23,19.5,34,47.6,6.1,,,
,,,73174,23,19.7,39,17.3,7.5,,,
,,,73187,23,20.8,30,25.0,5.8,,,
,HD 220117 ,,73190,23,20.9,38,11.0,"5.8,9.2",And,Sep AB:121,Double Star
,,,73196,23,21.3,38,34.9,7.4,,,
,,,73197,23,21.4,36,30.1,7.7,,,
,,,73205,23,21.9,31,48.8,5.4,,,
,,,73223,23,23.8,32,31.9,6.5,,,
,,,73233,23,24.5,30,42.7,7.7,,,
,,,73239,23,24.7,36,21.7,6.8,,,
,,,73241,23,24.8,32,23.1,5.5,,,
,,,73245,23,25.3,36,9.9,7.6,,,
,,,73250,23,26.0,39,20.4,6.8,,,
,,,73272,23,27.8,32,57.6,7.5,,,
,HD 221189 ,,73295,23,29.6,38,38.6,"7.4,12.6",And,Sep AB:26,Double Star
,,,73299,23,29.9,35,0.8,7.3,,,
,HD 221264 ,,73306,23,30.4,30,49.9,"7.4,8.7",Peg,Sep AB:19,Double Star
,,,73308,23,30.7,38,39.7,6.2,,,
,,,73309,23,30.8,33,50.2,7.2,,,
,,,73311,23,31.3,39,14.2,5.3,,,
,,,73315,23,31.5,33,41.9,7.7,,,
,,,73325,23,32.4,34,57.2,6.5,,,
,,,73341,23,33.9,31,19.5,5.2,,,
,,,73342,23,34.6,34,21.4,7.5,,,
,,,73345,23,34.6,33,29.8,5.7,,,
,,,73346,23,34.6,40,14.2,5.5,,,
,,,73349,23,34.7,36,12.3,7.3,,,
,HD 221776 ,,73351,23,34.8,38,1.4,"6.2,11.7",And,Sep AB:20,Double Star
,,,73352,23,35.0,31,50.1,7.7,,,
,,,73358,23,35.4,31,0.8,6.7,,,
,,,73359,23,35.5,32,11.9,6.6,,,
,,,73368,23,36.5,32,54.2,6.3,,,
,,,73377,23,37.1,30,40.6,7.7,,,
,,,73383,23,37.4,35,48.9,7.1,,,
,HD 222221 ,,73398,23,38.6,35,2.0,"7.1,9.6",And,Sep AB:15,Double Star
,,,73418,23,39.8,34,57.4,7.2,,,
,HD 222399 ,,73422,23,40.0,37,39.2,"6.5,10.5",And,Sep AB:15,Double Star
,,,73428,23,40.7,36,43.2,6.3,,,
,HD 222529 ,,73436,23,41.3,32,33.7,"7.2,12.3",Peg,Sep AB:23,Double Star
,,,73459,23,43.1,34,44.9,7.4,,,
,,,73470,23,44.3,36,20.3,7.3,,,
,,,73474,23,44.8,34,43.5,7.7,,,
,,,73487,23,45.9,33,17.4,7.5,,,
,,,73495,23,46.4,34,11.8,7.5,,,
,,,73501,23,46.7,37,30.5,7.7,,,
,,,73509,23,47.6,34,31.3,7.5,,,
,HD 223331 ,,73523,23,48.6,36,16.5,"7,10.6",And,Sep AB:20,Double Star
,,,73525,23,48.8,31,43.7,7.7,,,
,,,73535,23,49.7,36,25.6,5.9,,,
,,,73541,23,50.1,35,46.3,7.7,,,
,,,73556,23,51.3,40,12.0,6.7,,,
,,,73582,23,52.9,36,57.3,6.7,,,
,,,73585,23,53.2,31,54.6,7.3,,,
,,,73587,23,53.2,35,3.2,7.5,,,
,,,73588,23,53.3,35,39.1,7.5,,,
,HD 223971 ,,73597,23,54.1,39,16.9,"6.6,11.3,9.1",And,"Sep AB:93, Sep AC:102",Double Star
,,,73612,23,55.4,32,53.5,7.5,,,
,,,73618,23,56.1,31,4.7,7.5,,,
,,,73619,23,56.1,33,29.3,7,,,
,HD 224492 ,,73640,23,58.3,35,0.8,"6.7,9.3",And,Sep AB:4,Double Star
,,,73650,23,58.8,32,22.9,6.4,,,
,,,73651,23,58.9,39,6.7,7.4,,,
,HD 224635 ,,73656,23,59.5,33,43.5,"5.8,6.6,12.9",And,"Sep AB:1.8, Sep AC:81",Double Star
,HD 224656 ,,73657,23,59.7,37,48.0,"8,12.8",And,Sep AB:75,Double Star
,HD 224699 ,,73664,0,0.0,38,51.6,"6.6,11.4",And,Sep AB:7,Double Star
,,,73668,0,0.2,38,18.2,6.6,,,
,,,73671,0,0.4,31,13.6,7.5,,,
,,,73716,0,3.4,20,40.1,7.6,,,
,HD 225276 Fox,,73731,0,4.9,26,38.9,"6.2,10.7",Peg,Sep AB:23,Double Star
,,,73733,0,5.0,27,40.5,6.6,,,
,,,73737,0,5.9,24,34.2,7.1,,,
,,,73738,0,6.0,28,16.6,6.9,,,
,,,73739,0,6.0,24,55.0,7.5,,,
,,,73743,0,6.6,29,1.4,6.2,,,
,,,73744,0,6.6,28,33.2,6.8,,,
,,,73755,0,7.4,26,27.1,7.2,,,
,,,73760,0,8.0,29,50.2,7.6,,,
Alpheratz,"HD 358 H V 32; Alpheratz, ""the horse's navel""",,73765,0,8.4,29,5.6,"2.1,11.3",And,Sep AB:86,Double Star
,,,73769,0,8.9,25,27.7,6.4,,,
,,,73772,0,9.0,28,14.9,6.5,,,
,,,73801,0,11.8,28,25.4,7.6,,,
,,,73802,0,12.0,23,28.3,6.6,,,
,,,73803,0,12.0,28,36.5,7.1,,,
,,,73809,0,12.3,22,33.4,7.5,,,
,HD 895 ,,73823,0,13.4,26,59.3,"6.2,8.3,9.1",Peg,"Sep AB:.7, Sep AC:18",Double Star
,,,73830,0,14.1,26,15.5,7,,,
,,,73838,0,14.9,22,17.1,6,,,
,HD 1059 ,,73839,0,14.9,21,32.6,"7.4,10.5",Peg,Sep AB:1.6,Double Star
,,,73842,0,15.2,27,17.0,6.1,,,
,,,73868,0,16.9,23,15.4,7.2,,,
,HD 1429 ,,73883,0,18.5,26,8.4,"7.3,8.4",And,Sep AB:5,Double Star
,,,73884,0,18.7,22,52.8,7.1,,,
,,,73889,0,19.4,26,27.3,7.7,,,
,,,73898,0,20.2,24,40.0,7.6,,,
,,,73911,0,21.2,25,20.3,7.1,,,
,,,73929,0,22.3,24,40.8,7.4,,,
,,,73938,0,22.8,29,27.3,6.9,,,
,,,73940,0,23.0,22,22.7,7.6,,,
,,,73973,0,25.7,22,56.7,7.7,,,
,,,73978,0,26.0,21,1.5,7.6,,,
,,,73985,0,26.4,24,44.1,7.4,,,
,,,73997,0,27.1,25,2.5,6.7,,,
,,,74001,0,27.2,25,34.7,7.3,,,
,,,74006,0,27.4,26,16.8,7.6,,,
,,,74020,0,28.2,20,47.8,7.6,,,
,,,74035,0,29.3,28,49.7,7.6,,,
,,,74038,0,29.5,24,52.9,7.5,,,
,HD 2628 28 And; GN And,,74041,0,30.1,29,45.1,"5.3,11.4",And,Sep AB:139,Double Star
,,,74061,0,31.5,20,49.8,7.4,,,
,,,74062,0,31.5,21,6.6,7.4,,,
,,,74083,0,32.6,27,34.8,6.5,,,
,,,74084,0,32.6,20,17.7,5.5,,,
,HD 2925 ,,74086,0,32.6,23,11.6,"7,11.8,9.2",And,"Sep AB:4, Sep AC:95",Double Star
,HD 2942 ,,74090,0,32.8,28,16.8,"6.3,11.3,12.3",And,"Sep AB:9, Sep AC:60",Double Star
,,,74098,0,33.7,20,26.0,7.6,,,
,,,74134,0,36.2,24,1.5,7.3,,,
,,,74136,0,36.3,27,15.3,6.3,,,
,,,74148,0,37.1,24,0.9,6.4,,,
,,,74154,0,37.7,21,6.0,7,,,
,,,74164,0,38.6,29,18.9,4.5,,,
,,,74168,0,39.0,26,19.4,7.3,,,
,,,74175,0,39.4,21,15.3,6.1,,,
,HD 3690 55 Psc,,74182,0,39.9,21,26.3,"5.4,8.7",Psc,Sep AB:7,Double Star
,HD 3743 ,,74185,0,40.3,24,3.2,"7.2,9.6,11.1",And,"Sep AB:16, Sep AC:44",Double Star
,,,74195,0,41.0,21,1.2,7.3,,,
,,,74200,0,41.6,24,37.8,6,,,
,,,74215,0,42.5,27,38.6,7.3,,,
,,,74217,0,42.8,30,6.2,7.6,,,
,,,74240,0,45.2,23,35.5,7.3,,,
,,,74261,0,46.7,21,37.5,7,,,
,,,74267,0,47.3,24,16.1,4.3,,,
,,,74278,0,47.7,26,17.5,7.1,,,
,,,74279,0,47.8,27,5.8,7.6,,,
,,,74280,0,47.9,20,55.5,6.6,,,
,,,74288,0,49.2,28,43.2,7.3,,,
,,,74295,0,49.9,27,42.7,6.3,,,
,HD 4758 65 Psc,,74296,0,49.9,27,42.6,"6.3,6.3",Psc,Sep AB:5,Double Star
,,,74301,0,50.2,28,22.2,7.6,,,
,,,74303,0,50.5,21,9.8,7.7,,,
,,,74305,0,50.6,25,35.1,7.4,,,
,,,74322,0,51.6,22,37.4,7.3,,,
,,,74333,0,52.5,21,24.7,7.4,,,
,,,74340,0,53.6,29,4.8,7.7,,,
,,,74342,0,53.6,29,29.4,6.7,,,
,,,74346,0,53.8,28,33.5,7.6,,,
,,,74349,0,54.0,25,29.3,7.4,,,
,HD 5286 36 And; Fox,,74359,0,55.0,23,37.7,"6,6.7",And,Sep AB:.8,Double Star
,,,74361,0,55.0,24,6.2,7.4,,,
,,,74365,0,55.2,24,33.4,6.4,,,
,,,74373,0,56.0,27,12.6,5.9,,,
,HD 5516 Fox,,74388,0,57.2,23,25.1,"4.4,11.5",And,Sep AB:133,Double Star
,,,74393,0,57.5,21,29.2,7.1,,,
,,,74395,0,57.8,28,59.5,5.6,,,
,,,74402,0,58.3,21,24.3,6.4,,,
,,,74404,0,58.4,24,31.3,7.4,,,
,,,74405,0,58.5,26,47.1,7.5,,,
,,,74415,0,59.0,27,39.4,7.2,,,
,,,74426,1,0.5,21,15.0,7.3,,,
,,,74439,1,1.7,25,17.5,6.8,,,
,,,74443,1,2.6,27,44.9,6.7,,,
,,,74445,1,2.8,26,17.9,6.9,,,
,,,74471,1,4.4,29,39.6,6.1,,,
,HD 6456 Psi 1 Psc; 74 Psc,,74482,1,5.7,21,28.4,"5.3,5.6,11.2",Psc,"Sep AB:30, Sep AC:94",Double Star
,,,74483,1,5.7,21,27.9,5.8,,,
,,,74494,1,6.6,23,14.0,7.7,,,
,,,74506,1,7.9,20,44.4,5.6,,,
,,,74509,1,8.2,21,58.6,7.5,,,
,,,74510,1,8.2,28,52.1,6.8,,,
,,,74521,1,9.4,22,54.5,7.5,,,
,,,74523,1,9.6,23,47.7,6.6,,,
,,,74530,1,10.3,25,27.6,6.1,,,
,,,74544,1,11.4,21,2.1,4.9,,,
,,,74546,1,11.6,30,5.4,4.7,,,
,,,74548,1,11.7,22,43.3,7.3,,,
,,,74554,1,12.5,23,15.4,7.7,,,
,HD 7229 ,,74561,1,13.0,30,3.9,"6.2,10,12",Psc,"Sep AB:11, Sep AC:114",Double Star
,,,74566,1,13.5,29,44.2,6.9,,,
,,,74567,1,13.5,26,27.1,7.5,,,
,,,74570,1,13.8,26,14.5,7.5,,,
,HD 7318 Phi Psc; 85 Psc,,74571,1,13.7,24,35.0,"4.7,10.1,13",Psc,"Sep AB:8, Sep AC:144",Double Star
,,,74576,1,14.1,28,31.8,6.6,,,
,,,74591,1,15.5,20,24.9,7,,,
,,,74592,1,15.9,20,30.2,7.2,,,
,,,74593,1,16.1,25,46.2,6.9,,,
,,,74596,1,16.4,23,35.4,6.5,,,
,,,74601,1,16.8,21,3.2,7.1,,,
,,,74637,1,19.5,27,15.9,4.7,,,
,,,74647,1,21.1,28,44.4,5.6,,,
,,,74651,1,21.2,22,22.5,7.2,,,
,,,74668,1,22.4,22,5.2,7.5,,,
,,,74682,1,23.4,20,28.1,6.3,,,
,,,74705,1,25.3,20,21.0,7.7,,,
,,,74707,1,25.6,23,30.7,6.1,,,
,,,74721,1,26.7,27,14.8,6.9,,,
,,,74730,1,27.1,25,26.4,7.7,,,
,,,74732,1,27.3,29,46.3,7.5,,,
,,,74747,1,29.4,25,16.5,6.8,,,
,,,74748,1,29.4,20,28.9,7.7,,,
,,,74751,1,29.7,22,49.6,6.8,,,
,,,74753,1,29.8,23,41.5,7.6,,,
,,,74763,1,30.6,25,54.9,7.6,,,
,,,74767,1,31.3,29,24.9,7.3,,,
,,,74792,1,33.5,23,35.4,7.6,,,
,,,74810,1,35.4,26,41.1,7.4,,,
,,,74812,1,35.6,28,16.2,7,,,
,,,74830,1,37.4,25,10.2,7.1,,,
,,,74845,1,38.6,21,23.9,6.9,,,
,,,74853,1,39.2,27,45.4,7.3,,,
,,,74866,1,41.1,23,1.5,7.6,,,
,HD 10308 ,,74870,1,41.3,25,44.8,"6.2,10.8,11",Psc,"Sep AB:11, Sep AC:82",Double Star
,,,74872,1,41.6,30,2.8,6,,,
,,,74880,1,42.1,29,30.4,7.4,,,
,,,74883,1,42.5,20,16.7,5.3,,,
,,,74899,1,44.8,28,27.5,7.7,,,
,,,74953,1,49.4,26,28.4,6.7,,,
,HD 11154 1 Ari,,74966,1,50.1,22,16.5,"5.8,7.4",Ari,Sep AB:3,Double Star
,,,74979,1,51.0,25,51.1,7.7,,,
,,,74983,1,51.1,20,30.9,6.8,,,
,,,74984,1,51.2,24,39.1,6.9,,,
,,,74989,1,52.2,24,7.0,6.8,,,
,,,74996,1,53.1,29,34.9,3.6,,,
,,,74997,1,53.2,28,49.2,7,,,
,,,75012,1,54.6,20,48.6,2.7,,,
,,,75017,1,54.9,27,50.5,7.5,,,
,HD 11671 ,,75020,1,55.1,28,47.9,"7.3,,8.7",Tri,,Double Star
,,,75030,1,55.8,23,34.6,6,,,
,,,75048,1,57.7,27,48.3,6,,,
,HD 11973 Lambda Ari; 9 Ari; H V 12,,75051,1,57.9,23,35.8,"4.8,7.3",Ari,Sep AB:38,Double Star
,,,75054,1,58.0,23,36.2,7.6,,,
,,,75072,1,59.4,21,51.7,7.2,,,
,,,75077,1,59.6,21,3.5,6.1,,,
,,,75093,2,1.5,23,23.7,6.5,,,
,,,75100,2,2.1,28,24.0,6.7,,,
,,,75101,2,2.1,22,6.3,7,,,
,,,75112,2,3.5,27,28.9,7.6,,,
,,,75114,2,3.6,25,56.1,5.7,,,
,,,75122,2,4.3,25,55.2,7.2,,,
,,,75125,2,4.6,25,25.0,7.7,,,
,,,75141,2,6.3,20,35.6,7.7,,,
,,,75144,2,6.5,24,20.2,7,,,
,,,75146,2,6.6,22,38.9,5.1,,,
,,,75147,2,6.7,25,49.8,7.4,,,
,,,75148,2,6.8,29,16.2,6.5,,,
,,,75149,2,6.8,25,42.3,6,,,
,,,75150,2,6.9,26,19.4,7.6,,,
Hamal,,,75151,2,7.2,23,27.9,2.2,Ari,,
,,,75153,2,7.3,27,14.3,6.8,,,
,HD 13174 14 Ari; H VI 69,,75171,2,9.4,25,56.4,"5.1,8.7,7.7",Ari,"Sep AB:93, Sep AC:106",Double Star
,,,75188,2,11.2,25,56.2,6.2,,,
,,,75191,2,11.4,21,22.7,7.2,,,
,HD 13482 ,,75199,2,12.2,23,57.6,"7.7,9.7",Ari,Sep AB:1,Double Star
,,,75203,2,12.6,24,10.1,6.2,,,
,,,75204,2,12.8,21,12.7,5.4,,,
,,,75214,2,13.7,25,35.8,7.6,,,
,,,75215,2,14.0,26,37.6,7.4,,,
,,,75223,2,14.6,28,41.5,6.6,,,
,,,75231,2,15.4,24,16.5,6.9,,,
,,,75238,2,15.7,25,2.7,5.6,,,
,,,75239,2,15.7,25,47.0,5.8,,,
,,,75245,2,16.1,25,3.4,7.3,,,
,,,75262,2,17.2,23,46.1,6.5,,,
,,,75264,2,17.4,28,44.6,7.6,,,
,HD 14082 ,,75265,2,17.4,28,44.8,"7,7.8",Tri,Sep AB:14,Double Star
,,,75269,2,18.0,29,0.4,6.9,,,
,,,75270,2,18.1,29,50.8,7,,,
,HD 14252 10 Tri,,75276,2,18.9,28,38.6,"5.3,11.3",Tri,Sep AB:14,Double Star
,,,75277,2,19.0,23,10.1,6.4,,,
,,,75287,2,20.1,30,11.3,6.6,,,
,,,75294,2,20.8,28,44.2,7.3,,,
,,,75308,2,22.1,22,52.4,6.6,,,
,,,75342,2,24.7,29,14.7,7.1,,,
,,,75360,2,25.9,25,9.6,6.9,,,
,,,75367,2,27.0,26,2.5,7.1,,,
,,,75370,2,27.1,27,0.8,6.2,,,
,,,75382,2,28.2,29,40.2,5.4,,,
,,,75391,2,28.8,29,55.9,5.9,,,
,,,75398,2,29.2,23,28.2,6.1,,,
,HD 15524 UU Ari,,75407,2,30.5,25,14.2,"5.9,9.9",Ari,Sep AB:12,Double Star
,,,75419,2,31.5,27,34.2,7.4,,,
,,,75422,2,31.8,21,22.5,7.4,,,
,,,75428,2,32.2,21,7.1,7.4,,,
,,,75436,2,33.1,29,57.9,7.4,,,
,,,75460,2,36.1,29,24.2,7.1,,,
,,,75470,2,37.0,24,38.9,7.4,,,
,HD 16246 30 Ari,,75471,2,37.0,24,38.9,"6.6,7.4",Ari,Sep AB:38,Double Star
,,,75476,2,37.6,20,34.5,6.9,,,
,,,75495,2,38.8,21,57.7,5.4,,,
,,,75506,2,40.3,29,47.8,7.6,,,
,HD 16628 33 Ari,,75510,2,40.7,27,3.7,"5.5,8.4",Ari,Sep AB:29,Double Star
,,,75530,2,43.1,27,0.3,7.6,,,
,,,75532,2,43.4,27,42.4,4.6,,,
,,,75535,2,43.6,24,4.4,7.6,,,
,HD 16955 ,,75539,2,43.8,25,38.3,"6.4,11,12.1",Ari,"Sep AB:3.2, Sep AC:50",Double Star
,HD 17007 ,,75544,2,44.6,29,27.7,"7.1,8",Ari,Sep AB:3,Double Star
,,,75571,2,47.3,22,57.6,7.3,,,
,,,75575,2,47.5,23,38.2,7.3,,,
,HD 17330 Bur 307,,75576,2,47.6,29,40.7,"7.1,11.6",Ari,Sep AB:15,Double Star
,,,75578,2,47.9,29,14.9,4.6,,,
,,,75588,2,48.7,25,11.3,5.9,,,
,,,75596,2,50.0,27,15.7,3.7,,,
,,,75597,2,50.2,25,20.0,7.5,,,
,,,75625,2,54.0,26,44.9,7.3,,,
,,,75627,2,54.3,20,33.9,7,,,
,,,75633,2,54.8,20,22.4,7.3,,,
,,,75638,2,55.4,27,43.4,6.7,,,
,HD 18143 ,,75644,2,55.6,26,52.6,"7.5,9.9",Ari,Sep AB:6,Double Star
,,,75651,2,56.3,29,9.9,6.5,,,
,,,75662,2,58.1,20,40.1,5.9,,,
,,,75666,2,58.6,24,8.0,7.6,,,
,,,75671,2,58.9,21,37.1,6.7,,,
,HD 18519 Epsilon Ari; 48 Ari,,75673,2,59.2,21,20.4,"4.6,5.5",Ari,Sep AB:1.5,Double Star
,,,75681,3,0.6,22,49.7,7.4,,,
,,,75693,3,1.9,26,27.7,5.9,,,
,,,75696,3,2.4,26,36.7,6.7,,,
,,,75709,3,3.5,28,16.2,6.3,,,
,,,75711,3,3.5,23,3.7,7.1,,,
,,,75715,3,4.2,21,28.4,7.4,,,
,HD 19134 52 Ari,,75723,3,5.4,25,15.3,"6.9,10.8",Ari,Sep AB:5,Double Star
,,,75740,3,7.3,29,7.4,7.7,,,
,,,75755,3,9.3,20,45.7,6.7,,,
,,,75757,3,9.6,29,4.6,5.6,,,
,,,75762,3,10.1,27,49.2,6.4,,,
,HD 19616 ,,75764,3,10.1,21,44.8,"7.4,8.6",Ari,Sep AB:.7,Double Star
,,,75771,3,10.4,26,53.7,6.1,,,
,,,75773,3,10.7,21,53.6,7.3,,,
,,,75788,3,12.2,27,15.4,5.6,,,
,HD 20078 ,,75806,3,14.3,22,57.2,"6.8,10.4",Ari,Sep AB:47,Double Star
,,,75810,3,14.9,21,2.7,5,,,
,,,75850,3,18.3,24,4.9,7.4,,,
,,,75863,3,19.9,27,4.3,5.9,,,
,,,75871,3,20.3,29,2.9,4.7,,,
