Common Name,Double,Variable,SAO #,RA (hr),RA (min),Dec Deg,Dec Amin,Mag,Const,Sep,Description
,,,111773,4,21.8,2,23.5,6.9,,,
,,,111782,4,23.0,2,54.0,7.7,,,
,,,111791,4,23.9,9,27.7,5.1,,,
,,,111807,4,25.6,5,38.7,7.5,,,
,,,111814,4,26.0,4,22.4,6.5,,,
,,,111817,4,26.3,8,35.4,6,,,
,,,111824,4,26.8,7,5.6,7.1,,,
,,,111827,4,27.0,2,4.8,6.4,,,
,,,111831,4,27.4,7,3.8,7.6,,,
,,,111837,4,28.0,10,4.3,7.4,,,
,,,111838,4,28.1,8,9.3,7,,,
,,,111840,4,28.1,1,51.5,6.1,,,
,,,111845,4,28.5,1,22.9,5.5,,,
,,,111863,4,31.1,6,47.6,7.3,,,
,,,111876,4,31.8,5,45.9,6.7,,,
,,,111879,4,32.1,5,24.6,6.4,,,
,,,111890,4,33.8,9,24.8,6.2,,,
,,,111896,4,34.1,5,34.1,5.8,,,
,,,111902,4,34.4,0,24.5,7.5,,,
,,,111928,4,37.2,0,59.9,5.3,,,
,,,111940,4,37.9,7,19.0,6.9,,,
,,,111954,4,39.1,7,52.3,5.5,,,
,,,111989,4,42.2,9,38.1,6.9,,,
,,,112033,4,44.7,0,34.1,7.3,,,
,,,112077,4,47.3,5,47.3,6.6,,,
,,,112091,4,48.4,2,42.8,6.7,,,
,,,112098,4,48.7,3,35.3,6.2,,,
,,,112100,4,48.9,3,41.4,7.1,,,
,HD 30652 1 Ori,,112106,4,49.8,6,57.7,"3.2,7.1,12.4",Ori,"Sep AB:95, Sep AC:196",Double Star
,,,112117,4,50.3,6,57.0,7,,,
,,,112124,4,50.6,8,54.0,4.4,,,
,,,112132,4,50.8,1,8.9,6.6,,,
,,,112142,4,51.2,5,36.3,3.8,,,
,,,112150,4,51.7,9,58.5,6.1,,,
,,,112155,4,51.9,9,52.4,6.8,,,
,,,112166,4,52.5,9,51.8,7.6,,,
,,,112179,4,53.4,2,30.5,5.7,,,
,,,112191,4,53.9,1,34.2,6.5,,,
,,,112197,4,54.2,2,26.4,3.9,,,
,,,112203,4,54.8,7,46.8,5.5,,,
,HD 31306 ,,112205,4,54.9,8,36.0,"6.9,8.9,11.9,12.7",Ori,"Sep AB:2, Sep AC:38, Sep AD:12",Double Star
,,,112206,4,54.8,0,28.0,5.9,,,
,,,112220,4,56.0,5,24.0,6.6,,,
,,,112223,4,56.0,1,37.5,6.9,,,
,,,112225,4,56.1,7,54.3,6.5,,,
,,,112281,4,58.5,1,42.9,4.7,,,
,,,112304,5,0.5,3,36.9,7,,,
,HD 32040 ,,112305,5,0.5,3,37.0,"6.7,7",Ori,Sep AB:21,Double Star
,,,112308,5,0.8,4,34.1,7.1,,,
,,,112316,5,1.1,3,43.0,6.9,,,
,,,112334,5,1.8,0,43.3,6.2,,,
,HD 32273 ,,112340,5,2.0,1,36.5,"6.5,8",Ori,Sep AB:15,Double Star
,,,112341,5,2.0,1,36.7,7.4,,,
,,,112350,5,2.5,7,25.5,7,,,
,,,112356,5,2.7,3,27.5,7.6,,,
,,,112385,5,4.5,7,49.8,7.6,,,
,,,112400,5,5.2,8,56.6,7.4,,,
,,,112406,5,5.4,1,10.7,5.9,,,
,HD 33021 ,,112436,5,7.6,9,28.6,"6.3,10.1",Ori,Sep AB:124,Double Star
,HD 33054 14 Ori,,112440,5,7.9,8,30.0,"5.9,6.7",Ori,Sep AB:.9,Double Star
,,,112450,5,8.1,7,54.0,6.8,,,
,,,112452,5,8.1,3,44.9,7.7,,,
,,,112465,5,8.9,3,13.1,6.5,,,
,HD 33254 ,,112467,5,9.3,9,49.8,"5.4,12.2,9.9",Ori,"Sep AB:89, Sep AC:168",Double Star
,,,112475,5,9.8,7,10.9,7.4,,,
,HD 33340 ,,112481,5,10.0,8,10.5,"7,10",Ori,Sep AB:4,Double Star
,,,112486,5,10.1,9,57.7,7.7,,,
,,,112505,5,11.7,0,30.9,6.6,,,
,,,112506,5,11.8,4,24.3,7.5,,,
,HD 33646 ,,112509,5,11.8,1,2.2,"5.9,7.6",Ori,Sep AB:1.7,Double Star
,HD 33856 Rho Ori; 17 Ori,,112528,5,13.3,2,51.7,"4.6,8.3,11.8",Ori,"Sep AB:7, Sep AC:182",Double Star
,,,112535,5,13.5,1,58.1,6.3,,,
,,,112543,5,13.8,0,33.6,6.5,,,
,,,112556,5,14.7,5,9.4,5.8,,,
,,,112588,5,16.7,1,56.8,6.4,,,
,,,112624,5,19.2,2,35.8,5.5,,,
,,,112633,5,19.8,2,30.9,7.7,,,
,,,112653,5,20.7,2,32.7,6.7,,,
,,,112654,5,20.9,9,43.5,6.5,,,
,,,112655,5,20.9,2,55.7,6.7,,,
,,,112660,5,21.3,4,0.7,6.4,,,
,,,112666,5,21.5,1,51.8,7.6,,,
,,,112667,5,21.7,8,25.7,5.7,,,
,,,112679,5,22.1,3,34.3,7.7,,,
,,,112693,5,22.8,2,47.8,7.2,,,
,HD 35149 23 Ori,,112697,5,22.8,3,32.7,"5,7.1",Ori,Sep AB:32,Double Star
,,,112699,5,22.8,3,33.1,7.1,,,
,HD 35192 ,,112704,5,23.1,1,3.4,"7.1,7.9",Ori,Sep AB:5,Double Star
,HD 35191 ,,112705,5,23.1,1,17.4,"7.1,10.3",Ori,Sep AB:64,Double Star
,,,112708,5,23.5,5,19.4,6.4,,,
,,,112729,5,24.6,2,21.2,6.3,,,
,HD 35439 25 Ori; V1086 Ori,,112734,5,24.7,1,50.8,"8.1,8.3,4.7",Ori,"Sep AB:46, Sep AC:158",Double Star
,"HD 35468 24 Ori; Bellatrix, ""the female warrior""",,112740,5,25.1,6,21.0,"1.6,12.2",Ori,Sep AB:179,Double Star
,,,112752,5,25.8,0,31.2,6,,,
,HD 35673 ,,112765,5,26.5,2,56.2,"6.6,9.5",Ori,Sep AB:3,Double Star
,,,112767,5,26.6,6,52.2,6.4,,,
,,,112770,5,26.7,4,4.9,7.3,,,
,HD 35715 Psi 2 Ori; 30 Ori,,112775,5,26.8,3,5.7,"4.6,10.2",Ori,Sep AB:3,Double Star
,,,112781,5,27.1,3,51.3,6.6,,,
,,,112784,5,27.2,2,20.5,6.5,,,
,,,112794,5,28.0,1,17.9,6.4,,,
,HD 36013 ,,112813,5,28.8,1,38.6,"6.9,11.2",Ori,Sep AB:25,Double Star
,HD 36133 ,,112824,5,29.5,3,8.9,"7.1,8.4",Ori,Sep AB:25,Double Star
,,,112830,5,29.9,1,47.4,5.7,,,
,,,112837,5,30.3,4,12.3,6.4,,,
,,,112849,5,30.8,5,56.9,4.3,,,
,HD 36351 33 Ori,,112861,5,31.2,3,17.5,"5.8,7.1",Ori,Sep AB:1.6,Double Star
,,,112874,5,31.8,5,18.5,7.6,,,
,,,112901,5,34.0,1,24.5,6.4,,,
,,,112904,5,34.3,3,46.0,5.3,,,
,,,112912,5,34.7,5,39.6,6.7,,,
,,,112914,5,34.8,9,29.4,4.5,,,
,"HD 36861 Lambda Ori; 39 Ori; Heka, ""white spot""",,112921,5,35.1,9,56.0,"3.4,5.5,11.2,11.2",Ori,"Sep AB:4, Sep AC:29, Sep AD:78",Double Star
,,,112922,5,35.2,9,36.8,7.7,,,
,,,112958,5,36.9,9,17.7,4.4,,,
,,,112966,5,37.3,8,57.1,6.1,,,
,,,112970,5,37.6,6,6.8,7.4,,,
,,,112979,5,38.0,7,32.5,5.7,,,
,,,112986,5,38.3,8,29.2,7,,,
,,,113001,5,39.2,4,7.3,4.5,,,
,,,113014,5,39.8,1,29.5,7.3,,,
,,,113033,5,41.1,0,20.2,6,,,
,,,113040,5,41.4,3,46.7,7.3,,,
,,,113053,5,42.3,2,22.0,6.6,,,
,,,113056,5,42.5,1,28.5,5.2,,,
,,,113099,5,45.0,4,0.5,6.1,,,
,,,113119,5,46.6,1,10.2,6.1,,,
,HD 38527 ,,113124,5,46.9,9,31.4,"5.8,11",Ori,Sep AB:17,Double Star
,,,113142,5,47.5,4,6.0,7.6,,,
,,,113149,5,47.9,7,57.6,7.5,,,
,HD 38710 52 Ori,,113150,5,48.0,6,27.3,"6.1,6.1",Ori,Sep AB:1.6,Double Star
,,,113157,5,48.2,1,36.6,7.4,,,
,,,113160,5,48.5,7,33.1,7.7,,,
,HD 38798 ,,113161,5,48.5,4,42.2,"7.3,10.1",Ori,Sep AB:7,Double Star
,,,113179,5,50.0,9,52.3,5.9,,,
,,,113186,5,50.2,4,25.4,6.1,,,
,,,113198,5,50.5,2,1.5,6.3,,,
,,,113219,5,52.4,6,12.6,7,,,
,,,113220,5,52.4,1,51.3,5,,,
,,,113239,5,53.4,6,15.3,7.3,,,
,,,113253,5,54.2,3,13.6,6.5,,,
,,,113256,5,54.5,8,3.3,7.5,,,
,,,113265,5,54.7,0,58.1,6.2,,,
,HD 39773 ,,113267,5,54.9,5,51.6,"6.8,9.3",Ori,Sep AB:4,Double Star
Betelgeuse,"HD 39801 58 Ori; H VI 39; Betelgeuse, ""the armpit""",,113271,5,55.2,7,24.4,"0.9,11",Ori,Sep AB:174,Double Star
,,,113284,5,56.5,9,30.6,6,,,
,,,113296,5,57.4,0,1.7,6.8,,,
,,,113306,5,57.9,1,13.5,6.5,,,
,,,113311,5,58.2,1,51.4,7.2,,,
,HD 40372 H V 100; V1004 Ori,,113315,5,58.4,1,50.2,"6.1,9.7",Ori,Sep AB:36,Double Star
,HD 40446 60 Ori,,113321,5,58.8,0,33.2,"5.2,11.8",Ori,Sep AB:19,Double Star
,,,113327,5,59.4,8,25.0,6.9,,,
,,,113346,6,0.2,4,50.0,7.5,,,
,,,113362,6,0.8,2,55.0,7.2,,,
,,,113367,6,1.3,9,4.4,7.7,,,
,,,113376,6,1.5,3,11.2,7.3,,,
,,,113377,6,1.5,2,54.6,7.6,,,
,,,113389,6,2.4,9,38.9,4.2,,,
,,,113392,6,2.3,1,41.7,6.5,,,
,,,113402,6,3.2,7,37.6,7,,,
,,,113406,6,3.4,3,51.8,7.3,,,
,,,113429,6,5.0,5,25.2,5.8,,,
,,,113430,6,5.0,4,9.5,5.7,,,
,,,113435,6,5.1,0,52.0,7.1,,,
,,,113439,6,5.4,0,36.8,7.3,,,
,,,113458,6,6.9,2,10.4,7.7,,,
,,,113503,6,8.8,8,40.2,6.5,,,
,HD 42111 ,,113507,6,9.0,2,30.0,"5.7,6.9,9.6",Ori,"Sep AB:29, Sep AC:118",Double Star
,,,113509,6,9.0,2,29.8,7.4,,,
,,,113512,6,9.1,7,30.8,6.7,,,
,,,113530,6,9.8,2,52.2,6.7,,,
,,,113542,6,10.4,2,54.1,6.9,,,
,,,113544,6,10.6,3,52.3,7.5,,,
,,,113578,6,12.0,7,23.5,6.9,,,
,,,113580,6,12.0,6,47.2,7.1,,,
,,,113592,6,13.0,6,1.0,6.8,,,
,,,113618,6,14.5,4,32.6,7,,,
,,,113626,6,14.6,2,17.4,7.6,,,
,HD 43286 ,,113645,6,15.5,3,57.5,"7.5,10.5,9.8",Ori,"Sep AB:18, Sep AC:58",Double Star
,,,113649,6,15.5,0,50.1,7.6,,,
,,,113650,6,15.7,6,4.0,6,,,
,,,113653,6,15.8,4,17.0,6.4,,,
,,,113656,6,15.9,1,10.1,6.3,,,
,,,113664,6,16.2,5,6.9,7.1,,,
,,,113666,6,16.2,0,0.9,7.6,,,
,,,113668,6,16.3,1,4.8,6.4,,,
,,,113673,6,17.0,7,3.2,6.4,,,
,,,113675,6,17.1,9,56.6,5.3,,,
,,,113676,6,17.1,1,41.2,7.5,,,
,,,113683,6,17.3,5,5.9,5.8,,,
,,,113710,6,18.7,9,2.9,6.4,,,
,,,113733,6,20.3,7,43.2,6.7,,,
,,,113750,6,21.0,2,34.1,7.7,,,
,,,113758,6,21.4,2,16.1,6.3,,,
,,,113790,6,22.8,4,12.6,6.9,,,
,,,113795,6,22.9,3,45.6,7.5,,,
,,,113801,6,23.3,3,45.9,6.3,,,
,HD 44769 8 Mon; STF 900,,113810,6,23.8,4,35.6,"4.4,6.7,12.7",Mon,"Sep AB:13, Sep AC:94",Double Star
,,,113811,6,23.8,4,35.7,6.5,,,
,HD 44771 A2666,,113812,6,23.8,2,39.9,"6.9,,9.8",Mon,,Double Star
,,,113817,6,24.0,8,53.1,6.1,,,
,,,113840,6,24.8,4,52.4,7.1,,,
,,,113845,6,25.2,7,5.2,5.8,,,
,,,113855,6,25.3,1,30.1,6.5,,,
,,,113868,6,25.8,2,16.3,6.3,,,
,,,113872,6,25.9,0,48.8,6.8,,,
,HD 45317 Baillaud 1007,,113892,6,26.7,0,27.3,"6.9,8.1",Mon,Sep AB:66,Double Star
,,,113896,6,27.0,0,50.5,6.5,,,
,,,113905,6,27.2,0,18.0,5.3,,,
,,,113906,6,27.3,2,54.5,5.8,,,
,,,113911,6,27.5,5,10.5,6.7,,,
,HD 45530 V648 Mon,,113926,6,28.2,5,16.3,"7.4,8.6,11.2",Mon,"Sep AB:6, Sep AC:39",Double Star
,,,113929,6,28.3,1,54.8,6.3,,,
,,,113938,6,28.9,0,7.7,6.7,,,
,HD 45724 ,,113940,6,29.2,2,38.8,"6.2,10.2",Mon,Sep AB:19,Double Star
,,,113956,6,30.0,7,55.3,7.2,,,
,,,113957,6,30.1,9,1.8,6.5,,,
,,,113974,6,30.5,5,52.0,6.7,,,
,HD 46005 ,,113984,6,31.1,9,56.4,"7.7,10.9",Mon,Sep AB:23,Double Star
,,,114003,6,31.7,5,46.1,7,,,
,,,114005,6,31.8,6,47.2,7.6,,,
,HD 46150 A2927,,114010,6,31.9,4,56.6,"6.8,9.6,11.8,12.3",Mon,"Sep AB:13, Sep AC:7, Sep AD:13",Double Star
,,,114013,6,32.1,6,2.1,6.7,,,
,,,114017,6,32.1,4,49.4,7.1,,,
,,,114019,6,32.3,8,49.1,6.9,,,
,,,114023,6,32.3,4,51.4,6,,,
,,,114031,6,32.7,3,48.9,7.7,,,
,,,114034,6,32.9,7,20.0,4.5,,,
,,,114039,6,33.1,1,16.4,7.6,,,
,,,114065,6,34.1,2,53.9,6.8,,,
,HD 46597 ,,114073,6,34.3,3,18.4,"7.5,10,11.7",Mon,"Sep AB:1.3, Sep AC:29",Double Star
,,,114079,6,34.6,4,58.1,7.2,,,
,HD 46642 14 Mon,,114085,6,34.8,7,34.4,"6.5,10.7",Mon,Sep AB:10,Double Star
,,,114097,6,35.3,0,53.4,5.7,,,
,,,114115,6,36.0,4,29.9,6.5,,,
,,,114146,6,37.4,6,8.1,6.1,,,
,,,114154,6,37.7,2,42.3,6.4,,,
,,,114162,6,37.9,4,57.4,6.2,,,
,,,114163,6,37.8,0,31.6,7.5,,,
,,,114191,6,38.6,1,36.8,6.1,,,
,,,114194,6,38.8,4,42.0,6.5,,,
,,,114244,6,40.5,6,22.3,6.4,,,
,,,114258,6,41.0,9,53.7,4.7,,,
,HD 47887 ,,114264,6,41.2,9,27.9,"7.2,9.6",Mon,Sep AB:13,Double Star
,,,114265,6,41.1,8,59.2,"6.5,7.1",Mon,Sep AB:7,Double Star
,,,114266,6,41.2,8,59.1,7.2,,,
,,,114269,6,41.1,0,29.7,5.6,,,
,,,114277,6,41.5,6,6.6,6.8,,,
,,,114292,6,41.9,2,34.9,7.7,,,
,,,114293,6,42.0,6,20.7,6.2,,,
,HD 48157 ,,114297,6,42.1,3,14.9,"7.1,9.6",Mon,Sep AB:120,Double Star
,,,114299,6,42.3,7,23.9,7.1,,,
,,,114302,6,42.3,2,52.1,7.7,,,
,,,114312,6,43.1,3,2.0,6.4,,,
,,,114321,6,43.4,5,50.9,7.2,,,
,,,114324,6,43.6,3,55.9,5.8,,,
,,,114347,6,44.4,3,8.5,7.7,,,
,,,114363,6,45.2,0,2.6,6.9,,,
,,,114366,6,45.4,9,46.0,6.7,,,
,,,114371,6,45.5,4,35.6,7.4,,,
,,,114378,6,45.8,2,29.9,7.5,,,
,,,114388,6,46.5,8,35.2,5.8,,,
,,,114392,6,46.7,8,21.8,7.6,,,
,,,114410,6,47.3,8,2.2,5,,,
,,,114426,6,47.8,0,20.4,6.9,,,
,,,114428,6,47.9,2,24.7,4.7,,,
,,,114465,6,49.1,1,0.1,6.1,,,
,,,114487,6,50.2,5,40.4,6.7,,,
,,,114502,6,51.0,5,50.6,7,,,
,,,114515,6,51.6,9,26.4,7.6,,,
,,,114523,6,51.6,2,39.1,7.1,,,
,,,114525,6,51.7,3,2.5,6.2,,,
,,,114528,6,51.8,5,5.1,6.8,,,
,,,114556,6,52.8,8,22.8,5.8,,,
,,,114626,6,55.6,8,19.5,6.1,,,
,,,114642,6,56.2,8,44.7,7.4,,,
,,,114659,6,56.6,1,10.2,7.7,,,
,,,114701,6,58.3,3,53.8,7.4,,,
,,,114704,6,58.3,6,10.0,7.6,,,
,,,114713,6,58.6,7,37.4,6.1,,,
,,,114722,6,58.9,3,36.1,6,,,
,,,114731,6,59.3,7,19.0,6.3,,,
,,,114762,7,0.4,1,55.9,6.6,,,
,,,114798,7,1.7,4,49.1,6.5,,,
,,,114801,7,1.9,5,33.4,6.5,,,
,,,114831,7,3.2,9,1.5,7.7,,,
,,,114835,7,3.3,9,8.3,5.9,,,
,,,114844,7,3.6,2,26.2,7.6,,,
,,,114865,7,4.3,4,1.4,7.7,,,
,,,114866,7,4.4,4,34.3,7.7,,,
,HD 53205 ,,114867,7,4.3,1,29.3,"6.6,7.7",Mon,Sep AB:90,Double Star
,,,114899,7,5.6,9,11.2,6,,,
,,,114935,7,7.1,4,54.6,6,,,
,,,114947,7,7.8,7,28.3,5.9,,,
,,,114976,7,8.6,4,10.6,7.7,,,
,,,114995,7,9.1,2,15.2,7.7,,,
,,,115007,7,9.6,6,50.8,7.7,,,
,,,115009,7,9.8,9,18.5,6.9,,,
,,,115012,7,10.0,7,43.5,6.8,,,
,,,115050,7,11.2,3,11.5,6.8,,,
,,,115062,7,11.9,5,39.3,6,,,
,,,115065,7,12.1,5,28.5,6.2,,,
,,,115119,7,14.3,3,6.7,5.6,,,
,,,115150,7,15.5,9,29.9,7.1,,,
,,,115159,7,15.6,7,58.7,6,,,
,,,115185,7,16.6,1,52.8,7.6,,,
,,,115194,7,17.0,9,27.8,7.1,,,
,,,115204,7,17.3,6,40.9,6.4,,,
,HD 56515 ,,115211,7,17.6,9,17.6,"6.7,7.9",CMi,Sep AB:1.5,Double Star
,,,115247,7,18.9,0,4.8,6.7,,,
,,,115263,7,19.4,2,44.4,6.1,,,
,,,115269,7,19.8,7,8.6,6,,,
,,,115279,7,20.0,2,27.6,6.7,,,
,HD 57275 Bur 577,,115294,7,20.5,0,24.2,"6.9,9.9,12.5,12",CMi,"Sep AB:53, Sep AC:13, Sep AD:15",Double Star
,,,115301,7,20.7,3,34.9,6.8,,,
,,,115307,7,21.0,6,14.3,7.4,,,
,,,115335,7,22.0,0,10.6,6,,,
,,,115351,7,22.5,0,42.1,6.6,,,
,,,115394,7,24.3,3,10.7,7.5,,,
,,,115425,7,25.6,9,16.6,5.1,,,
,,,115429,7,25.8,4,26.8,7.7,,,
,HD 58715 3 CMi; Gomeisa,,115456,7,27.1,8,17.4,"3.1,11.2,11.1,10.9",CMi,"Sep AB:99, Sep AC:125, Sep AD:139",Double Star
,,,115466,7,27.3,1,27.2,7.2,,,
,HD 58923 Eta CMi; 5 CMi,,115477,7,28.0,6,56.6,"5.2,11.1",CMi,Sep AB:4,Double Star
,HD 58972 Gamma CMi; 4 CMi,,115478,7,28.2,8,55.5,"4.3,11.9",CMi,Sep AB:119,Double Star
,,,115499,7,28.7,2,17.0,7.5,,,
,,,115513,7,29.3,6,34.9,6.7,,,
,,,115530,7,30.4,3,18.4,7.5,,,
,,,115531,7,30.5,2,15.7,7,,,
,HD 59538 ,,115532,7,30.5,5,15.3,"6.9,9.2",CMi,Sep AB:4,Double Star
,,,115545,7,30.9,8,33.1,7.2,,,
,,,115572,7,31.8,1,9.9,7.6,,,
,,,115577,7,32.0,2,43.5,6.7,,,
,,,115581,7,32.1,1,54.9,5.3,,,
,,,115591,7,32.7,8,19.1,7,,,
,,,115610,7,33.2,3,17.4,5.7,,,
,HD 60357 Delta 3 CMi; 9 CMi; Baillaud 2296,,115644,7,34.3,3,22.3,"5.8,11",CMi,Sep AB:90,Double Star
,,,115653,7,34.8,2,43.5,6.5,,,
,,,115655,7,34.9,3,20.6,7.7,,,
,,,115658,7,35.0,3,16.6,7.7,,,
,,,115660,7,35.0,4,26.4,7,,,
,,,115662,7,35.0,5,17.8,7.3,,,
,,,115666,7,35.4,7,34.8,6.6,,,
,,,115693,7,36.6,5,51.7,5.9,,,
,,,115709,7,37.3,5,24.3,7.7,,,
,,,115719,7,37.7,1,55.7,6.8,,,
,HD 61275 ,,115733,7,38.5,0,30.3,"7.1,9.1",CMi,Sep AB:1.3,Double Star
,,,115739,7,38.8,7,58.0,7.2,,,
Procyon,,,115756,7,39.3,5,14.4,0.5,Cma,,
,HD 61563 ,,115773,7,40.1,5,13.9,"6.1,6.9,10.8",CMi,"Sep AB:1, Sep AC:44",Double Star
,,,115795,7,40.8,4,4.4,7.7,,,
,,,115813,7,41.6,3,37.5,5.9,,,
,,,115834,7,42.8,1,36.6,7.6,,,
,,,115839,7,43.1,0,11.4,6.4,,,
,,,115846,7,43.3,4,56.7,6.7,,,
,HD 62323 ,,115851,7,43.5,3,29.2,"7,10.7,10.1",CMi,"Sep AB:10, Sep AC:86",Double Star
,,,115864,7,44.1,2,24.3,6.3,,,
,,,115912,7,46.6,1,51.5,7.3,,,
,,,115932,7,47.5,9,37.8,7.2,,,
,,,115933,7,47.5,8,58.3,7,,,
,,,115947,7,48.0,5,24.6,7,,,
,,,115966,7,49.0,4,20.0,6.5,,,
,HD 63536 ,,115981,7,49.5,3,13.2,"7.7,9.3",CMi,Sep AB:21,Double Star
,,,116013,7,50.8,5,51.5,7.6,,,
,,,116014,7,50.8,3,16.7,6.3,,,
,,,116016,7,50.8,4,27.5,6.6,,,
,,,116019,7,50.9,0,4.8,6.6,,,
,,,116043,7,51.7,1,46.0,5.1,,,
,,,116054,7,52.1,3,16.7,6.6,,,
,HD 64165 ,,116064,7,52.7,3,23.1,"7.1,8",CMi,Sep AB:1,Double Star
,,,116110,7,55.1,6,59.8,7.7,,,
,,,116112,7,55.2,9,21.0,7.1,,,
,,,116120,7,55.5,8,51.8,5.8,,,
,,,116145,7,56.4,4,29.1,6.3,,,
,,,116162,7,57.3,8,38.5,6.1,,,
,,,116165,7,57.3,1,7.6,6.4,,,
,,,116168,7,57.4,6,51.1,7,,,
,,,116179,7,58.1,7,12.8,6.3,,,
,HD 65345 14 Cmi,,116182,7,58.3,2,13.4,"5.5,8.4,9.3",CMi,"Sep AB:97, Sep AC:130",Double Star
,,,116186,7,58.5,2,56.2,6.5,,,
,,,116192,7,58.8,5,37.4,6.8,,,
,,,116244,8,1.2,4,52.8,5.7,,,
,,,116251,8,1.8,8,54.8,6.1,,,
,,,116258,8,2.1,2,57.6,7.4,,,
,HD 66141 ,,116260,8,2.3,2,20.0,"4.4,9.2",CMi,Sep AB:241,Double Star
,,,116336,8,5.8,2,9.9,6.8,,,
,,,116388,8,8.4,5,22.0,7.6,,,
,,,116390,8,8.6,1,53.7,7.7,,,
,,,116398,8,8.8,0,27.6,7.6,,,
,,,116407,8,9.4,1,18.9,7.6,,,
,,,116428,8,10.3,9,10.1,6.9,,,
,,,116436,8,10.7,2,57.0,7.1,,,
,,,116444,8,11.3,9,49.3,6.1,,,
,HD 68483 ,,116479,8,12.9,9,34.7,"7.8,9.5",Cnc,Sep AB:7,Double Star
,,,116481,8,12.8,4,55.7,7.2,,,
,HD 69178 ,,116551,8,15.8,2,48.1,"5.9,9.5",Hya,Sep AB:15,Double Star
,,,116560,8,16.2,9,24.4,7.7,,,
,,,116569,8,16.5,9,11.2,3.8,,,
,,,116582,8,17.3,4,13.1,6.7,,,
,,,116585,8,17.5,8,52.0,6.3,,,
,,,116588,8,17.6,1,8.8,7.6,,,
,,,116592,8,17.7,2,47.6,7.7,,,
,,,116597,8,18.0,6,14.0,7,,,
,,,116602,8,18.4,9,9.1,7,,,
,,,116630,8,19.8,3,56.9,6.3,,,
,,,116645,8,20.5,9,24.0,7,,,
,,,116665,8,21.3,1,4.0,7.6,,,
,,,116680,8,22.2,2,9.1,6.9,,,
,,,116685,8,22.4,5,1.0,7.5,,,
,,,116737,8,25.0,9,25.6,6.9,,,
,,,116747,8,25.6,2,6.1,5.9,,,
,,,116751,8,25.8,1,34.5,6.7,,,
,HD 71115 ,,116752,8,25.9,7,33.9,"5.1,10.1",Cnc,Sep AB:30,Double Star
,,,116761,8,26.3,2,29.4,7.6,,,
,,,116762,8,26.7,7,39.1,6.8,,,
,,,116767,8,27.0,7,13.3,7,,,
,,,116787,8,27.9,3,13.1,7.1,,,
,,,116796,8,28.2,0,14.6,7.6,,,
,,,116800,8,28.5,6,58.0,7.4,,,
,,,116802,8,28.6,1,14.9,7.5,,,
,,,116818,8,29.6,8,25.0,6.8,,,
,,,116822,8,29.8,0,16.4,7.6,,,
,,,116824,8,29.9,0,1.2,7.5,,,
,,,116863,8,31.9,9,48.9,6.6,,,
,,,116874,8,32.6,5,43.0,7.4,,,
,,,116890,8,33.7,4,45.4,6.1,,,
,,,116891,8,33.9,1,35.1,7.6,,,
,,,116894,8,34.2,8,27.1,6,,,
,,,116903,8,34.5,5,30.2,6.9,,,
,,,116915,8,35.1,0,21.8,7.4,,,
,,,116920,8,35.4,2,44.6,6.5,,,
,HD 72945 ,,116929,8,35.9,6,37.3,"5.9,7.3,10.7",Cnc,"Sep AB:10, Sep AC:93",Double Star
,,,116931,8,35.9,6,37.5,7.1,,,
,,,116953,8,37.1,9,39.3,6,,,
,,,116957,8,37.3,5,59.5,7.4,,,
,HD 73262 4 Hya,,116965,8,37.7,5,42.2,"4.1,10.9",Hya,Sep AB:244,Double Star
,,,116975,8,38.1,9,34.5,6.5,,,
,,,116983,8,38.3,0,41.5,7.5,,,
,,,116988,8,38.8,3,20.5,4.5,,,
,,,116997,8,39.4,8,1.1,6.5,,,
,,,117006,8,40.2,6,33.9,6.6,,,
,,,117010,8,40.3,1,55.2,6.9,,,
,,,117025,8,41.3,0,57.5,7.6,,,
,,,117040,8,42.4,4,34.9,7.7,,,
,,,117050,8,43.2,3,23.9,4.3,,,
,,,117069,8,44.0,4,20.1,6.3,,,
,,,117088,8,45.0,5,40.8,6,,,
,,,117093,8,45.4,0,11.9,6.9,,,
,,,117095,8,45.6,4,39.9,6.5,,,
,HD 74831 ,,117102,8,46.3,0,38.8,"7.1,11",Hya,Sep AB:35,Double Star
,,,117106,8,46.5,8,28.7,7,,,
,HD 74874 Epsilon Hya; 11 Hya,,117112,8,46.8,6,25.2,"3.4,,6.8,12.4",Hya,,Double Star
,,,117121,8,47.2,7,36.6,7.2,,,
,,,117140,8,48.2,2,34.8,7.6,,,
,,,117146,8,48.4,5,50.3,4.4,,,
,,,117149,8,48.5,2,33.8,7.4,,,
,,,117163,8,49.2,3,29.0,7.6,,,
,,,117170,8,49.6,1,28.9,6.9,,,
,,,117172,8,49.8,7,0.9,6.8,,,
,,,117175,8,50.0,6,32.8,6.8,,,
,,,117176,8,49.9,2,21.8,7.3,,,
,HD 75768 ,,117208,8,52.0,4,28.0,"7.2,9.4",Hya,Sep AB:3,Double Star
,,,117212,8,52.3,8,4.0,6.6,,,
,,,117214,8,52.4,5,20.4,6.2,,,
,,,117236,8,53.5,3,4.1,7.3,,,
,,,117242,8,53.9,1,49.5,7.7,,,
,,,117264,8,55.4,5,56.7,3.3,,,
,,,117265,8,55.4,5,34.0,7,,,
,,,117287,8,56.6,4,14.2,6.4,,,
,,,117292,8,57.2,2,31.5,6.8,,,
,,,117301,8,57.7,9,23.3,6.3,,,
